Category,DataSet,Site,Method,YR,MO,Transect,Depth(m),Cover
Massive,4x5,Uva,Cuadrants,1989,Oct,Drawn,,0.107995434818867
Massive,4x5,Uva,Cuadrants,1988,Jun,Drawn,,0.042443117179484
Massive,4x5,Uva,Cuadrants,1987,May,Drawn,,0.032967186102481
Massive,4x5,Uva,Cuadrants,1986,Jul,Drawn,,0.027136189813967
Massive,4x5,Uva,Cuadrants,1985,Jan,Drawn,,0.080380875907088
Massive,4x5,Uva,Cuadrants,1985,Mar,Drawn,,0.118170667280958
Massive,4x5,Uva,Cuadrants,1985,May,Drawn,,0.078603101060114
Massive,4x5,Uva,Cuadrants,1985,Jul,Drawn,,0.058623295881556
Massive,4x5,Uva,Cuadrants,1985,Aug,Drawn,,0.042694799387179
Massive,4x5,Uva,Cuadrants,1985,Oct,Drawn,,0.02162198354775
Massive,4x5,Uva,Cuadrants,1984,Jun,Drawn,,0
Massive,4x5,Uva,Cuadrants,1984,Jul,Drawn,,0.056092937291593
Massive,4x5,Uva,Cuadrants,1984,Aug,Drawn,,0.114488666517142
Massive,4x5,Uva,Cuadrants,1984,Sep,Drawn,,0.08358088072106
Massive,4x5,Uva,Cuadrants,1984,Nov,Drawn,,0.098471772016564
Massive,4x5,Uva,Cuadrants,1984,Dec,Drawn,,0.091532445558568
Massive,UvRf-Chains,Uva,UvRf-Chains,1980,Dec,I,2,0.136986301369863
Massive,UvRf-Chains,Uva,UvRf-Chains,1980,Dec,II,2,0.136986301369863
Massive,UvRf-Chains,Uva,UvRf-Chains,1980,Dec,III,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1980,Dec,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1980,Dec,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1980,Dec,V,2,0.958904109589041
Massive,UvRf-Chains,Uva,UvRf-Chains,1980,Dec,VI,2,14.1095890410959
Massive,UvRf-Chains,Uva,UvRf-Chains,1980,Dec,VII,2,0.136986301369863
Massive,UvRf-Chains,Uva,UvRf-Chains,1980,Dec,VIII,2,0.136986301369863
Massive,UvRf-Chains,Uva,UvRf-Chains,1980,Dec,X,2,1.0958904109589
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Mar,I,2,0.958904109589041
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Mar,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Mar,III,2,0.547945205479452
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Mar,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Mar,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Mar,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Mar,VI,2,0.410958904109589
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Mar,VII,2,0.273972602739726
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Mar,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Mar,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Apr,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Apr,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Apr,III,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Apr,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Apr,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Apr,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Apr,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Apr,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Apr,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Apr,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Oct,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Oct,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Oct,III,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Oct,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Oct,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Oct,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Oct,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Oct,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Oct,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1983,Oct,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1984,Jul,I,2,0.136986301369863
Massive,UvRf-Chains,Uva,UvRf-Chains,1984,Jul,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1984,Jul,III,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1984,Jul,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1984,Jul,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1984,Jul,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1984,Jul,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1984,Jul,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1984,Jul,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1984,Jul,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Jan,I,2,0.136986301369863
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Jan,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Jan,III,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Jan,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Jan,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Jan,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Jan,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Jan,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Jan,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Jan,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Aug,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Aug,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Aug,III,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Aug,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Aug,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Aug,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Aug,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Aug,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Aug,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1985,Aug,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1986,Jan,I,2,0.273972602739726
Massive,UvRf-Chains,Uva,UvRf-Chains,1986,Jan,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1986,Jan,III,2,0.410958904109589
Massive,UvRf-Chains,Uva,UvRf-Chains,1986,Jan,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1986,Jan,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1986,Jan,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1986,Jan,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1986,Jan,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1986,Jan,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1986,Jan,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1987,May,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1987,May,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1987,May,III,2,1.92307692307692
Massive,UvRf-Chains,Uva,UvRf-Chains,1987,May,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1987,May,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1987,May,V,2,0.116550116550117
Massive,UvRf-Chains,Uva,UvRf-Chains,1987,May,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1987,May,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1987,May,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1987,May,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1988,Jun,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1988,Jun,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1988,Jun,III,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1988,Jun,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1988,Jun,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1988,Jun,V,2,0.62266500622665
Massive,UvRf-Chains,Uva,UvRf-Chains,1988,Jun,VI,2,0.30441400304414
Massive,UvRf-Chains,Uva,UvRf-Chains,1988,Jun,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1988,Jun,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1988,Jun,X,2,0.273972602739726
Massive,UvRf-Chains,Uva,UvRf-Chains,1989,Oct,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1989,Oct,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1989,Oct,III,2,0.375
Massive,UvRf-Chains,Uva,UvRf-Chains,1989,Oct,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1989,Oct,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1989,Oct,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1989,Oct,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1989,Oct,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1989,Oct,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1989,Oct,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1990,Dec,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1990,Dec,II,2,0.253164556962025
Massive,UvRf-Chains,Uva,UvRf-Chains,1990,Dec,III,2,0.379746835443038
Massive,UvRf-Chains,Uva,UvRf-Chains,1990,Dec,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1990,Dec,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1990,Dec,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1990,Dec,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1990,Dec,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1990,Dec,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1990,Dec,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1992,Feb,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1992,Feb,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1992,Feb,III,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1992,Feb,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1992,Feb,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1992,Feb,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1992,Feb,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1992,Feb,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1992,Feb,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1992,Feb,X,2,0.253164556962025
Massive,UvRf-Chains,Uva,UvRf-Chains,1993,Mar,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1993,Mar,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1993,Mar,III,2,1
Massive,UvRf-Chains,Uva,UvRf-Chains,1993,Mar,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1993,Mar,IX,2,0.909090909090909
Massive,UvRf-Chains,Uva,UvRf-Chains,1993,Mar,V,2,0.25
Massive,UvRf-Chains,Uva,UvRf-Chains,1993,Mar,VI,2,0.125
Massive,UvRf-Chains,Uva,UvRf-Chains,1993,Mar,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1993,Mar,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1993,Mar,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1994,Feb,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1994,Feb,II,2,0.375
Massive,UvRf-Chains,Uva,UvRf-Chains,1994,Feb,III,2,0.125
Massive,UvRf-Chains,Uva,UvRf-Chains,1994,Feb,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1994,Feb,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1994,Feb,V,2,0.875
Massive,UvRf-Chains,Uva,UvRf-Chains,1994,Feb,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1994,Feb,VII,2,0.125
Massive,UvRf-Chains,Uva,UvRf-Chains,1994,Feb,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1994,Feb,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1995,Jul,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1995,Jul,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1995,Jul,III,2,1.05882352941177
Massive,UvRf-Chains,Uva,UvRf-Chains,1995,Jul,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1995,Jul,IX,2,0.705882352941176
Massive,UvRf-Chains,Uva,UvRf-Chains,1995,Jul,V,2,0.705882352941176
Massive,UvRf-Chains,Uva,UvRf-Chains,1995,Jul,VI,2,0.470588235294118
Massive,UvRf-Chains,Uva,UvRf-Chains,1995,Jul,VII,2,0.705882352941176
Massive,UvRf-Chains,Uva,UvRf-Chains,1995,Jul,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1995,Jul,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Jan,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Jan,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Jan,III,2,0.625
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Jan,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Jan,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Jan,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Jan,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Jan,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Jan,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Jan,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Oct,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Oct,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Oct,III,2,1.58536585365854
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Oct,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Oct,IX,2,1.34146341463415
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Oct,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Oct,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Oct,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Oct,VIII,2,0.24390243902439
Massive,UvRf-Chains,Uva,UvRf-Chains,1997,Oct,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1998,Mar,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1998,Mar,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1998,Mar,III,2,0.5
Massive,UvRf-Chains,Uva,UvRf-Chains,1998,Mar,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1998,Mar,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1998,Mar,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1998,Mar,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1998,Mar,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1998,Mar,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,1998,Mar,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2000,May,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2000,May,II,2,0.32258064516129
Massive,UvRf-Chains,Uva,UvRf-Chains,2000,May,III,2,0.439882697947214
Massive,UvRf-Chains,Uva,UvRf-Chains,2000,May,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2000,May,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2000,May,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2000,May,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2000,May,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2000,May,VIII,2,0.645161290322581
Massive,UvRf-Chains,Uva,UvRf-Chains,2000,May,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2002,Mar,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2002,Mar,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2002,Mar,III,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2002,Mar,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2002,Mar,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2002,Mar,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2002,Mar,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2002,Mar,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2002,Mar,VIII,2,0.5
Massive,UvRf-Chains,Uva,UvRf-Chains,2002,Mar,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2003,Mar,I,2,1.33333333333333
Massive,UvRf-Chains,Uva,UvRf-Chains,2003,Mar,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2003,Mar,III,2,0.166666666666667
Massive,UvRf-Chains,Uva,UvRf-Chains,2003,Mar,IV,2,0.833333333333333
Massive,UvRf-Chains,Uva,UvRf-Chains,2003,Mar,IX,2,0.333333333333333
Massive,UvRf-Chains,Uva,UvRf-Chains,2003,Mar,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2003,Mar,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2003,Mar,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2003,Mar,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2003,Mar,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2004,Mar,I,2,3.66666666666666
Massive,UvRf-Chains,Uva,UvRf-Chains,2004,Mar,II,2,0.666666666666667
Massive,UvRf-Chains,Uva,UvRf-Chains,2004,Mar,III,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2004,Mar,IV,2,1.66666666666667
Massive,UvRf-Chains,Uva,UvRf-Chains,2004,Mar,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2004,Mar,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2004,Mar,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2004,Mar,VII,2,2.16666666666667
Massive,UvRf-Chains,Uva,UvRf-Chains,2004,Mar,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2004,Mar,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2005,Mar,I,2,2.16666666666666
Massive,UvRf-Chains,Uva,UvRf-Chains,2005,Mar,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2005,Mar,III,2,0.5
Massive,UvRf-Chains,Uva,UvRf-Chains,2005,Mar,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2005,Mar,IX,2,0.666666666666667
Massive,UvRf-Chains,Uva,UvRf-Chains,2005,Mar,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2005,Mar,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2005,Mar,VII,2,0.416666666666667
Massive,UvRf-Chains,Uva,UvRf-Chains,2005,Mar,VIII,2,0.166666666666667
Massive,UvRf-Chains,Uva,UvRf-Chains,2005,Mar,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2007,Jul,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2007,Jul,II,2,0.163934426229508
Massive,UvRf-Chains,Uva,UvRf-Chains,2007,Jul,III,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2007,Jul,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2007,Jul,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2007,Jul,V,2,3.27868852459016
Massive,UvRf-Chains,Uva,UvRf-Chains,2007,Jul,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2007,Jul,VII,2,0.14903129657228
Massive,UvRf-Chains,Uva,UvRf-Chains,2007,Jul,VIII,2,0.14903129657228
Massive,UvRf-Chains,Uva,UvRf-Chains,2007,Jul,X,2,0.728597449908925
Massive,UvRf-Chains,Uva,UvRf-Chains,2010,Mar,I,2,1.61290322580645
Massive,UvRf-Chains,Uva,UvRf-Chains,2010,Mar,II,2,0.293255131964809
Massive,UvRf-Chains,Uva,UvRf-Chains,2010,Mar,III,2,2.25806451612903
Massive,UvRf-Chains,Uva,UvRf-Chains,2010,Mar,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2010,Mar,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2010,Mar,V,2,1.90615835777126
Massive,UvRf-Chains,Uva,UvRf-Chains,2010,Mar,VI,2,0.586510263929619
Massive,UvRf-Chains,Uva,UvRf-Chains,2010,Mar,VII,2,1.02639296187683
Massive,UvRf-Chains,Uva,UvRf-Chains,2010,Mar,VIII,2,0.439882697947214
Massive,UvRf-Chains,Uva,UvRf-Chains,2010,Mar,X,2,0.32258064516129
Massive,UvRf-Chains,Uva,UvRf-Chains,2014,Apr,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2014,Apr,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2014,Apr,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2014,Apr,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2014,Aug,I,2,2.06349206349206
Massive,UvRf-Chains,Uva,UvRf-Chains,2014,Aug,II,2,0.992063492063492
Massive,UvRf-Chains,Uva,UvRf-Chains,2014,Aug,III,2,0.529100529100529
Massive,UvRf-Chains,Uva,UvRf-Chains,2014,Aug,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2014,Aug,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2014,Aug,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,III,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2015,Aug,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,III,2,0.158730158730159
Massive,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,IV,2,1.58730158730159
Massive,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,IX,2,0.317460317460317
Massive,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,V,2,0.317460317460317
Massive,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2016,Apr,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,III,2,1.58730158730159
Massive,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,VI,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,VIII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2017,Apr,X,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,I,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,II,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,III,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,IV,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,IX,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,V,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,VI,2,2.38095238095238
Massive,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,VII,2,0
Massive,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,VIII,2,1.41093474426808
Massive,UvRf-Chains,Uva,UvRf-Chains,2018,Aug,X,2,0
Massive,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,I,1,0.60790273556231
Massive,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,II,1,0
Massive,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,III,1,0
Massive,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,IV,1,0
Massive,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,V,1,2.04081632653061
Massive,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,VI,1,0
Massive,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,I,2,0
Massive,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,II,2,0
Massive,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,III,2,0
Massive,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,IV,2,0
Massive,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,V,2,0
Massive,Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,VI,2,0
Massive,Uva_1m2,Uva,Drawing Overlay/Permanent,1994,Feb,I,3,2.60039893617021
